Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
30,31325,54834,757,38,2,24.32,24,0.32,Bachelor's,Part-time,Married,Yes,No,Home,No,0
46,76852,57800,707,30,4,11.76,36,0.75,High School,Self-employed,Single,Yes,Yes,Business,No,0
52,126639,132966,504,92,2,19.59,60,0.61,PhD,Part-time,Divorced,Yes,Yes,Home,No,0
25,149382,206079,555,66,2,21.47,36,0.78,PhD,Self-employed,Single,No,No,Education,Yes,0
46,42144,244489,508,96,4,20.85,24,0.59,PhD,Full-time,Divorced,Yes,No,Home,No,1
48,78341,136006,402,117,1,16.88,48,0.25,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,No,0
58,97196,83439,354,56,3,6.95,12,0.46,PhD,Part-time,Married,No,No,Education,Yes,0
47,132815,8669,619,91,1,12.64,48,0.35,Master's,Self-employed,Married,No,Yes,Auto,No,0
39,147497,79307,655,35,2,17.09,60,0.19,Master's,Self-employed,Single,Yes,No,Business,Yes,0
38,102087,229312,792,45,4,5.86,36,0.87,Master's,Full-time,Single,Yes,Yes,Other,No,0
29,20677,218111,733,58,2,24.46,48,0.56,Bachelor's,Unemployed,Married,Yes,No,Other,No,1
28,148577,75158,533,119,2,4.66,36,0.89,High School,Full-time,Single,Yes,No,Business,No,0
19,132152,41137,350,119,2,17.78,48,0.37,Master's,Unemployed,Single,Yes,No,Auto,Yes,0
67,146913,216584,760,80,4,14.42,24,0.48,PhD,Part-time,Divorced,No,No,Other,Yes,0
58,98119,142509,500,69,4,2.85,48,0.62,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
19,130737,174453,557,42,2,9.86,24,0.13,High School,Full-time,Married,Yes,No,Home,No,0
51,109931,183242,687,30,3,20.38,12,0.35,High School,Unemployed,Single,No,No,Education,No,0
20,24744,215053,436,40,4,9.99,24,0.54,Master's,Part-time,Divorced,Yes,No,Business,Yes,1
33,101551,192602,732,100,4,18.92,36,0.9,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,1
68,140386,219467,479,9,3,6.28,24,0.76,PhD,Unemployed,Married,No,No,Other,No,0
21,127410,207389,805,76,2,22.14,12,0.61,PhD,Part-time,Divorced,No,Yes,Auto,Yes,0
40,115774,127856,575,104,1,12.71,12,0.42,Bachelor's,Unemployed,Divorced,No,No,Auto,No,0
67,108589,37898,341,15,4,10.41,36,0.81,Bachelor's,Full-time,Married,Yes,No,Business,No,0
37,90085,82595,629,55,4,16.71,60,0.55,Master's,Self-employed,Divorced,No,Yes,Other,No,0
42,25286,151220,838,99,3,11.36,24,0.67,Bachelor's,Part-time,Single,No,No,Auto,Yes,0
47,25432,51514,366,67,2,12.1,12,0.53,High School,Part-time,Divorced,Yes,No,Auto,Yes,0
35,89660,78206,820,74,2,8.71,36,0.64,Bachelor's,Unemployed,Single,No,No,Business,Yes,0
59,141258,152464,607,90,3,12.27,60,0.18,Bachelor's,Full-time,Divorced,No,Yes,Other,No,0
28,88688,67243,682,30,2,10.31,12,0.79,Master's,Full-time,Divorced,No,No,Education,No,0
46,143103,38822,657,78,4,11.38,60,0.15,PhD,Unemployed,Single,No,No,Education,Yes,0
34,63805,16624,515,112,3,12.13,36,0.59,Master's,Full-time,Single,No,No,Auto,Yes,0
43,35302,230835,823,29,3,11.99,12,0.63,Master's,Unemployed,Divorced,No,Yes,Business,Yes,0
40,148373,183332,814,20,2,19.75,48,0.28,PhD,Part-time,Married,No,No,Home,No,0
69,136800,217623,820,52,4,13.28,60,0.45,PhD,Unemployed,Divorced,No,Yes,Auto,No,1
65,87167,18209,540,25,3,7.04,60,0.13,Bachelor's,Unemployed,Single,No,Yes,Auto,No,0
37,135705,205318,711,67,2,16.97,24,0.27,PhD,Full-time,Married,No,No,Auto,Yes,0
62,22531,88906,461,107,2,9.79,12,0.51,PhD,Self-employed,Single,Yes,Yes,Other,Yes,0
19,69224,163719,515,60,1,13.62,36,0.16,Bachelor's,Self-employed,Married,No,No,Business,No,0
41,75950,148689,458,17,3,7.63,12,0.26,High School,Self-employed,Single,Yes,Yes,Other,No,0
48,118933,133376,546,27,2,4.1,24,0.65,High School,Self-employed,Divorced,Yes,Yes,Auto,No,0
44,57153,141202,551,80,1,12.11,12,0.86,Master's,Full-time,Married,Yes,No,Other,No,0
19,138955,130569,320,40,2,7.87,48,0.45,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
31,61199,12272,480,59,1,8.28,36,0.55,High School,Part-time,Married,No,Yes,Other,No,0
21,55966,78889,819,75,3,2.81,24,0.52,PhD,Self-employed,Divorced,Yes,Yes,Home,No,0
66,48725,222313,434,48,4,8.34,36,0.21,PhD,Part-time,Single,Yes,No,Auto,Yes,0
30,21021,78193,396,44,2,24.18,24,0.78,High School,Self-employed,Divorced,No,Yes,Education,Yes,0
53,107406,166885,654,83,3,22.57,12,0.77,High School,Full-time,Single,Yes,No,Education,Yes,0
52,142813,195956,340,61,2,17.83,36,0.22,Master's,Self-employed,Married,No,No,Home,Yes,0
61,112574,146188,500,86,1,21.66,12,0.53,Master's,Full-time,Divorced,Yes,Yes,Home,Yes,0
25,74781,232399,511,39,4,3.01,36,0.49,PhD,Unemployed,Married,No,Yes,Auto,Yes,0
19,63868,27906,662,51,4,21.69,60,0.8,PhD,Part-time,Divorced,No,Yes,Auto,No,1
23,110461,159493,350,35,4,9.51,60,0.17,PhD,Unemployed,Single,No,No,Home,No,0
48,52424,189755,763,13,2,12.62,12,0.59,High School,Full-time,Single,No,Yes,Business,Yes,0
27,84105,23481,400,81,4,23.54,36,0.58,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0
61,106154,141156,433,52,4,6.64,60,0.46,PhD,Self-employed,Married,No,No,Education,No,0
38,133497,26180,457,73,1,14.85,12,0.23,PhD,Part-time,Single,Yes,Yes,Auto,No,0
59,135925,69431,822,42,4,19.86,36,0.38,PhD,Part-time,Divorced,Yes,No,Home,Yes,0
27,92367,197032,389,114,3,20.63,36,0.51,PhD,Self-employed,Single,Yes,Yes,Other,No,0
40,115051,89582,318,83,3,5.6,12,0.8,Master's,Self-employed,Married,No,Yes,Education,Yes,0
20,45717,80764,725,40,3,22.76,48,0.27,Bachelor's,Unemployed,Single,No,No,Education,Yes,0
49,64911,206485,692,59,1,10.4,12,0.33,PhD,Part-time,Married,Yes,No,Auto,No,0
37,57227,137743,753,96,4,9.89,60,0.13,PhD,Unemployed,Divorced,No,Yes,Education,Yes,0
27,135117,101459,807,31,1,2.85,24,0.7,High School,Full-time,Divorced,No,No,Education,Yes,0
46,34136,228587,440,113,1,23.89,24,0.76,Master's,Unemployed,Divorced,No,No,Other,No,0
58,79479,147886,843,44,3,7.99,60,0.16,PhD,Unemployed,Single,No,Yes,Home,Yes,0
69,64291,130550,385,84,3,18.22,60,0.36,Master's,Self-employed,Single,No,Yes,Business,Yes,0
68,17703,150151,476,30,1,21.62,60,0.67,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,Yes,1
63,70222,61138,537,91,4,2.08,24,0.21,High School,Unemployed,Single,No,Yes,Home,Yes,0
51,46136,132103,446,116,2,22.66,48,0.11,Master's,Unemployed,Divorced,No,Yes,Education,Yes,0
54,138841,26958,366,100,3,21.01,36,0.59,PhD,Full-time,Divorced,Yes,No,Other,No,0
37,22348,44126,760,61,3,17.68,36,0.27,Master's,Unemployed,Married,Yes,Yes,Business,Yes,0
25,53535,35916,746,61,1,21.8,60,0.85,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,0
24,72879,114583,483,84,3,20.12,24,0.23,Master's,Self-employed,Single,Yes,No,Auto,No,1
23,27796,116897,306,9,1,15.45,36,0.11,PhD,Unemployed,Divorced,No,Yes,Other,Yes,0
28,118099,190607,307,89,4,12.73,48,0.73,Master's,Full-time,Married,No,Yes,Education,No,0
61,148976,189326,327,52,2,23.9,12,0.22,Bachelor's,Unemployed,Divorced,No,Yes,Other,Yes,0
35,70504,52114,358,115,1,17.22,60,0.8,PhD,Unemployed,Single,No,Yes,Home,Yes,0
68,97803,113925,813,4,1,24.26,48,0.57,PhD,Unemployed,Single,Yes,No,Other,Yes,0
59,22860,11618,394,1,3,21.37,48,0.53,Bachelor's,Part-time,Divorced,No,Yes,Business,No,0
46,76893,220361,543,15,3,20.73,60,0.78,PhD,Unemployed,Married,Yes,No,Education,Yes,0
42,74765,46797,358,79,4,16.13,36,0.45,Master's,Unemployed,Divorced,No,No,Home,No,0
38,19962,24502,643,117,3,19.77,60,0.88,Bachelor's,Full-time,Divorced,No,No,Business,Yes,0
63,102666,65698,694,96,1,19.36,36,0.4,Master's,Unemployed,Married,Yes,No,Education,Yes,0
20,69790,97530,735,44,1,21.74,12,0.31,PhD,Part-time,Single,Yes,No,Business,No,0
35,103353,157500,748,30,2,5.51,36,0.15,PhD,Self-employed,Single,No,No,Education,Yes,0
41,40000,204581,505,60,1,22.44,12,0.79,Bachelor's,Part-time,Divorced,No,No,Business,No,0
64,68760,19000,696,58,1,13.97,60,0.86,PhD,Full-time,Married,No,No,Business,Yes,0
55,109023,30110,713,31,2,10.74,36,0.49,Master's,Full-time,Divorced,Yes,No,Education,No,0
27,116049,185490,517,113,2,8.52,12,0.61,Master's,Full-time,Divorced,Yes,Yes,Education,Yes,0
44,96454,143542,571,81,1,24.53,60,0.15,High School,Self-employed,Married,No,No,Auto,No,0
29,147261,39652,464,9,1,20.54,36,0.84,PhD,Unemployed,Divorced,Yes,No,Other,Yes,0
24,143770,34007,372,118,2,13.68,12,0.81,High School,Self-employed,Single,Yes,No,Other,Yes,0
34,56970,42779,352,67,3,9.85,48,0.66,Master's,Full-time,Divorced,Yes,Yes,Business,Yes,0
18,109187,238777,489,111,3,11.82,36,0.82,PhD,Full-time,Divorced,Yes,No,Business,Yes,0
67,19909,147142,608,55,3,24.4,24,0.69,High School,Self-employed,Single,No,No,Auto,No,1
43,65879,236417,414,54,4,20.09,60,0.11,PhD,Self-employed,Single,Yes,Yes,Home,Yes,0
32,147739,193108,661,23,4,18.42,60,0.79,Master's,Full-time,Married,No,Yes,Auto,Yes,0
68,116576,95937,556,108,1,4.06,36,0.44,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,0
50,31088,47865,409,75,3,5.74,36,0.62,Master's,Unemployed,Married,Yes,No,Education,No,0
54,144487,173042,387,33,4,3.93,48,0.66,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes,0
64,115783,188263,823,64,1,4.3,60,0.73,Bachelor's,Part-time,Divorced,Yes,No,Other,No,0
48,135062,104928,389,84,2,3.96,24,0.56,PhD,Part-time,Divorced,No,Yes,Other,No,0
52,149066,29459,461,4,2,2.72,24,0.56,Master's,Self-employed,Married,No,Yes,Education,No,0
18,34552,94810,707,0,1,13.76,60,0.5,Master's,Full-time,Single,Yes,No,Other,No,0
25,138602,189239,442,73,3,13.17,12,0.16,High School,Part-time,Married,Yes,No,Education,No,0
29,61771,124504,656,54,2,19.32,24,0.86,PhD,Unemployed,Divorced,Yes,No,Education,Yes,0
36,51926,136451,466,61,1,9.4,48,0.61,Master's,Full-time,Single,No,No,Education,Yes,0
42,48071,87742,676,27,2,11.01,48,0.65,PhD,Full-time,Married,No,No,Home,No,0
49,90287,231595,703,81,3,2.48,24,0.8,Bachelor's,Self-employed,Divorced,No,Yes,Auto,No,0
29,83194,162078,817,15,1,22.72,60,0.12,PhD,Unemployed,Divorced,Yes,Yes,Education,No,0
30,69433,96387,322,86,3,21.57,12,0.4,PhD,Unemployed,Single,Yes,Yes,Home,Yes,0
45,23763,69839,520,78,4,10.23,24,0.3,High School,Self-employed,Divorced,No,Yes,Education,No,1
18,114336,110646,565,57,2,24.99,24,0.62,High School,Part-time,Divorced,Yes,No,Home,No,0
68,113839,50573,549,99,3,22.0,60,0.12,Bachelor's,Unemployed,Married,Yes,Yes,Auto,Yes,0
23,141009,23339,813,82,3,14.31,36,0.87,High School,Full-time,Single,No,Yes,Other,Yes,0
25,143916,177219,487,108,4,5.03,12,0.84,Master's,Part-time,Divorced,Yes,No,Education,Yes,0
21,27745,48313,687,5,1,7.32,12,0.27,High School,Full-time,Married,No,Yes,Home,No,0
22,43258,68251,545,97,2,12.09,12,0.48,Master's,Part-time,Divorced,Yes,Yes,Business,No,1
42,138306,108686,648,44,3,23.17,36,0.33,Master's,Full-time,Divorced,Yes,No,Auto,Yes,1
39,60392,16066,520,113,2,22.72,24,0.47,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
45,90314,176074,517,52,4,20.65,36,0.17,High School,Part-time,Single,No,No,Other,No,0
56,149589,139776,703,82,3,12.48,36,0.35,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,0
40,50265,170897,728,34,4,4.08,12,0.56,High School,Part-time,Single,Yes,No,Education,Yes,0
21,71042,224266,793,28,4,6.95,60,0.43,Master's,Full-time,Married,No,Yes,Auto,No,0
69,67275,151016,683,106,4,17.87,60,0.3,PhD,Part-time,Divorced,No,Yes,Education,Yes,0
21,62097,213822,564,84,3,7.63,48,0.3,High School,Self-employed,Married,Yes,No,Other,Yes,0
64,55014,42504,404,101,1,3.23,12,0.72,Bachelor's,Unemployed,Married,No,No,Business,Yes,0
38,76432,62142,781,56,4,7.96,36,0.62,Master's,Unemployed,Married,No,No,Business,Yes,0
54,103698,246828,532,84,1,16.41,12,0.76,High School,Full-time,Single,Yes,Yes,Home,Yes,0
58,119166,141263,774,76,1,18.07,24,0.76,Master's,Self-employed,Divorced,No,No,Business,Yes,0
19,128818,131382,619,69,4,13.53,24,0.45,High School,Unemployed,Divorced,No,Yes,Education,Yes,0
24,34854,31243,546,89,2,24.42,60,0.5,Master's,Self-employed,Divorced,Yes,No,Home,No,1
66,130892,65418,826,108,2,12.92,60,0.83,Bachelor's,Self-employed,Divorced,No,Yes,Home,Yes,0
33,104111,141304,603,32,2,20.26,12,0.79,Master's,Self-employed,Married,Yes,No,Auto,Yes,0
34,113730,12090,326,72,3,8.57,36,0.11,High School,Self-employed,Married,No,Yes,Auto,No,0
37,54966,27370,844,58,2,24.59,24,0.61,PhD,Unemployed,Divorced,Yes,No,Education,No,1
40,81202,93863,337,90,2,5.1,48,0.63,Master's,Self-employed,Single,Yes,No,Business,Yes,0
51,98543,218762,470,37,3,7.93,48,0.42,PhD,Part-time,Divorced,Yes,No,Education,No,1
28,142119,78679,646,5,4,3.32,12,0.69,Bachelor's,Full-time,Married,No,No,Education,Yes,0
51,144975,149574,404,119,4,15.62,12,0.79,Bachelor's,Self-employed,Single,Yes,No,Education,No,0
50,138625,192776,334,22,3,3.57,36,0.73,Bachelor's,Full-time,Single,Yes,Yes,Other,No,0
43,132605,144582,301,58,1,4.87,60,0.34,PhD,Self-employed,Divorced,No,No,Home,Yes,0
19,135422,5740,329,90,3,2.56,36,0.74,Bachelor's,Self-employed,Single,No,No,Auto,Yes,0
40,42439,100764,501,31,3,13.81,36,0.88,Master's,Full-time,Divorced,No,Yes,Auto,No,0
58,45392,56409,492,119,1,15.46,36,0.86,High School,Part-time,Divorced,Yes,Yes,Home,Yes,1
39,63563,133576,464,24,3,4.11,24,0.11,PhD,Self-employed,Single,Yes,Yes,Auto,No,0
51,139386,188323,484,70,4,6.31,12,0.35,High School,Full-time,Single,Yes,No,Education,Yes,0
32,56431,177951,576,0,1,23.49,60,0.73,PhD,Self-employed,Married,No,No,Business,No,0
27,56879,74714,594,66,3,5.45,60,0.11,Master's,Self-employed,Single,Yes,No,Other,Yes,0
32,107785,199184,648,26,4,21.45,12,0.66,High School,Self-employed,Divorced,Yes,No,Auto,Yes,0
59,106212,21862,502,6,2,18.73,60,0.8,PhD,Unemployed,Married,Yes,Yes,Home,Yes,0
46,51243,186108,412,63,3,21.03,36,0.83,Bachelor's,Part-time,Divorced,No,No,Business,No,0
40,110800,186195,630,96,4,10.21,48,0.5,High School,Part-time,Divorced,No,Yes,Other,No,0
34,127980,214817,751,71,3,21.82,24,0.39,Bachelor's,Full-time,Divorced,No,Yes,Other,Yes,0
26,135058,218508,733,41,2,17.24,24,0.35,Master's,Full-time,Single,Yes,Yes,Home,No,0
67,99804,211633,371,85,3,6.63,48,0.18,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0
53,67925,211859,545,93,4,23.72,12,0.28,PhD,Full-time,Married,Yes,No,Education,No,0
26,149227,182308,384,113,1,23.02,12,0.89,High School,Unemployed,Divorced,No,Yes,Education,No,0
33,24093,144267,542,12,3,7.49,48,0.32,Master's,Unemployed,Single,Yes,No,Home,No,0
53,29844,231175,311,103,1,5.3,24,0.69,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
65,23389,48208,604,104,4,4.87,60,0.19,Master's,Part-time,Divorced,Yes,Yes,Other,No,0
68,139634,44493,827,47,3,19.86,24,0.7,High School,Part-time,Single,No,Yes,Auto,No,0
50,54453,103516,754,55,3,2.87,60,0.53,Master's,Self-employed,Divorced,No,Yes,Business,Yes,0
48,133507,146781,646,12,2,23.83,60,0.87,High School,Self-employed,Divorced,No,No,Business,Yes,1
23,145518,133514,506,28,4,2.77,24,0.6,PhD,Unemployed,Single,No,Yes,Auto,Yes,0
27,111867,162456,674,71,4,4.41,36,0.34,High School,Unemployed,Married,Yes,No,Education,Yes,0
33,34637,7291,684,38,1,22.35,24,0.42,PhD,Unemployed,Single,Yes,Yes,Auto,Yes,0
21,118346,160072,521,11,2,6.01,12,0.83,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
39,96181,209745,602,39,3,13.91,36,0.43,High School,Unemployed,Single,Yes,No,Other,No,0
30,122290,189735,763,23,4,23.37,24,0.59,PhD,Self-employed,Married,Yes,No,Education,No,1
33,36133,126194,682,111,1,19.5,48,0.79,Bachelor's,Self-employed,Married,Yes,Yes,Other,Yes,0
69,99635,209158,655,77,3,14.25,60,0.61,High School,Self-employed,Divorced,No,Yes,Auto,No,0
46,139540,159263,755,114,1,20.11,12,0.45,Master's,Self-employed,Married,Yes,No,Other,No,0
23,74222,127976,765,7,3,21.29,60,0.4,Bachelor's,Self-employed,Single,No,Yes,Home,No,0
43,104651,168791,430,12,3,14.13,48,0.51,Bachelor's,Full-time,Divorced,No,Yes,Education,No,0
28,25216,190995,552,4,3,4.96,36,0.32,Bachelor's,Self-employed,Married,No,No,Home,Yes,1
41,29019,161192,751,18,3,20.77,60,0.72,Bachelor's,Part-time,Married,No,No,Education,Yes,1
46,125988,101183,822,101,3,12.53,48,0.37,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,0
20,102377,91674,643,83,1,2.81,12,0.58,Bachelor's,Unemployed,Married,Yes,Yes,Education,Yes,0
69,123720,22186,450,112,1,11.89,60,0.56,Bachelor's,Unemployed,Married,No,No,Education,No,0
27,19913,122921,834,63,1,11.39,36,0.46,Master's,Unemployed,Single,No,No,Home,Yes,1
18,82089,54248,603,18,4,3.08,60,0.75,PhD,Unemployed,Single,No,No,Home,No,0
69,61236,246798,499,43,4,10.03,12,0.17,PhD,Full-time,Single,No,Yes,Business,Yes,0
60,84508,229408,623,49,4,22.41,36,0.52,Master's,Part-time,Single,Yes,No,Other,Yes,0
43,65828,191167,791,64,2,9.38,24,0.51,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,No,0
29,95071,19502,411,104,1,19.03,60,0.76,Master's,Full-time,Married,Yes,Yes,Auto,No,1
31,129008,210553,703,104,2,2.66,48,0.33,High School,Unemployed,Single,No,Yes,Other,No,0
42,82150,127223,564,116,4,20.26,24,0.34,High School,Part-time,Divorced,No,No,Auto,No,0
25,45542,122623,589,76,3,5.36,24,0.73,Bachelor's,Full-time,Married,No,No,Other,No,0
60,127694,48010,838,113,3,16.8,48,0.3,PhD,Full-time,Single,Yes,No,Other,No,0
21,99661,234673,680,109,1,2.62,12,0.55,PhD,Unemployed,Single,Yes,No,Auto,No,0
45,149840,90539,676,6,1,8.6,48,0.25,Master's,Self-employed,Single,No,No,Education,Yes,0
24,97856,104050,304,101,2,16.68,12,0.88,High School,Full-time,Married,Yes,No,Auto,No,1
27,33465,116467,314,107,4,3.08,12,0.36,Master's,Full-time,Married,No,Yes,Education,Yes,0
68,27354,31686,475,57,1,13.09,60,0.29,PhD,Self-employed,Single,No,Yes,Home,No,0
53,117885,186026,356,34,1,20.4,48,0.72,High School,Self-employed,Divorced,Yes,No,Auto,No,0
19,108083,76612,555,71,1,3.73,48,0.33,High School,Unemployed,Married,No,No,Auto,Yes,0
43,85440,244995,371,5,3,9.75,24,0.24,PhD,Full-time,Single,Yes,No,Auto,No,0
67,59425,209060,540,52,1,10.24,24,0.56,High School,Full-time,Single,Yes,Yes,Education,No,0
31,32212,8366,804,106,2,3.58,48,0.29,Bachelor's,Full-time,Single,Yes,No,Education,Yes,0
33,59026,74370,662,39,1,3.65,12,0.18,Bachelor's,Full-time,Single,No,No,Other,No,1
60,43529,159847,540,86,2,11.93,36,0.74,Bachelor's,Full-time,Divorced,No,No,Other,Yes,0
59,145026,187203,635,79,1,15.11,24,0.69,Bachelor's,Unemployed,Single,No,Yes,Other,Yes,0
34,26623,201977,587,17,1,13.53,60,0.73,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,No,0
63,103564,108982,433,14,2,2.9,48,0.43,Bachelor's,Part-time,Married,No,No,Business,No,0
39,138049,228429,354,60,3,3.89,60,0.71,PhD,Part-time,Divorced,Yes,No,Education,Yes,0
21,18793,88978,366,30,3,18.45,60,0.45,PhD,Full-time,Divorced,Yes,Yes,Education,Yes,0
36,135861,191214,584,88,4,11.64,60,0.58,PhD,Part-time,Divorced,No,Yes,Other,Yes,0
19,72183,6835,378,59,1,24.34,24,0.37,Bachelor's,Part-time,Married,Yes,No,Business,No,0
56,76186,232105,846,57,3,20.7,60,0.81,High School,Full-time,Divorced,No,Yes,Business,Yes,0
26,28922,30252,824,70,3,19.57,36,0.17,Bachelor's,Full-time,Divorced,No,No,Home,No,0
36,143818,79807,674,22,1,21.28,36,0.16,PhD,Unemployed,Married,No,Yes,Education,Yes,0
33,130717,93487,403,95,2,24.7,12,0.26,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
42,42002,146173,675,105,4,23.99,12,0.85,High School,Full-time,Single,No,Yes,Other,Yes,0
65,116628,9408,557,88,2,18.15,12,0.48,Bachelor's,Full-time,Married,No,No,Education,No,0
35,116238,245237,693,38,4,15.77,12,0.3,High School,Full-time,Married,Yes,Yes,Auto,No,1
40,141225,148677,790,79,1,14.98,60,0.22,High School,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
38,114009,180969,445,119,2,13.71,48,0.21,PhD,Self-employed,Married,Yes,No,Home,No,1
28,148779,193236,666,18,1,16.91,60,0.84,Bachelor's,Unemployed,Married,No,No,Education,No,0
56,55929,99194,652,17,3,9.97,12,0.36,Master's,Full-time,Divorced,No,Yes,Business,No,0
58,118814,153627,528,13,2,15.75,12,0.67,PhD,Full-time,Married,No,Yes,Education,Yes,0
21,40407,82322,803,16,3,12.02,24,0.14,PhD,Unemployed,Married,Yes,No,Home,No,0
42,72650,31398,550,73,1,20.92,60,0.33,Bachelor's,Full-time,Single,No,Yes,Home,No,0
49,125908,248810,335,78,4,10.37,24,0.81,High School,Self-employed,Divorced,No,Yes,Auto,Yes,0
47,90802,81783,340,81,3,24.97,24,0.85,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
62,16840,154231,830,45,4,9.71,48,0.45,High School,Full-time,Married,Yes,Yes,Other,No,0
43,47401,126985,652,58,3,19.9,36,0.3,Bachelor's,Part-time,Married,No,No,Education,No,0
53,28852,57084,733,101,2,9.53,12,0.47,PhD,Part-time,Single,No,Yes,Education,No,0
68,34111,244812,432,87,3,14.35,48,0.46,High School,Full-time,Single,Yes,Yes,Other,Yes,0
51,78465,240182,327,41,3,13.8,36,0.58,Master's,Part-time,Divorced,Yes,No,Other,No,0
26,86015,221874,409,34,2,6.39,60,0.52,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,0
29,106603,105960,543,17,3,11.19,12,0.28,Master's,Full-time,Married,Yes,No,Auto,Yes,0
19,18213,56237,474,66,3,21.96,60,0.74,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
55,34929,69639,630,39,3,6.98,12,0.16,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
22,84097,196374,659,25,4,13.7,60,0.79,Master's,Unemployed,Divorced,No,Yes,Other,No,0
22,17055,106716,492,17,3,23.28,48,0.39,Bachelor's,Full-time,Married,No,Yes,Auto,Yes,1
69,105381,137075,612,30,4,10.5,60,0.24,High School,Self-employed,Married,No,Yes,Business,No,0
39,106463,178124,558,72,3,20.59,48,0.77,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
22,52466,121363,304,56,2,7.22,36,0.88,High School,Part-time,Married,Yes,Yes,Auto,No,0
21,18093,41258,373,46,1,9.66,12,0.61,Bachelor's,Part-time,Single,No,No,Home,Yes,0
26,143459,106529,425,5,1,19.42,48,0.7,Master's,Unemployed,Married,Yes,No,Other,No,1
46,30056,224090,362,41,4,14.44,36,0.53,Master's,Part-time,Divorced,No,No,Business,No,1
39,69780,142778,427,89,4,12.37,12,0.89,Bachelor's,Unemployed,Single,No,Yes,Education,No,0
44,117872,198171,723,70,4,24.73,60,0.11,High School,Full-time,Married,No,Yes,Other,Yes,0
27,86327,85037,627,88,1,12.36,24,0.41,Master's,Full-time,Married,Yes,No,Education,Yes,0
33,57120,154126,726,25,1,10.94,60,0.37,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,0
59,21472,218222,417,46,2,10.29,24,0.64,Master's,Unemployed,Single,No,No,Education,Yes,0
59,66006,12630,588,5,3,22.62,48,0.88,PhD,Self-employed,Divorced,No,No,Other,Yes,1
68,130068,242469,824,49,3,2.55,36,0.5,Bachelor's,Part-time,Married,No,Yes,Education,No,0
27,31552,88649,717,27,3,8.73,48,0.9,Bachelor's,Full-time,Married,No,No,Education,Yes,0
23,122588,105212,479,59,2,22.25,36,0.77,PhD,Part-time,Single,No,No,Auto,Yes,1
66,37797,92163,817,1,4,6.72,60,0.55,PhD,Part-time,Divorced,Yes,Yes,Education,Yes,0
22,87611,208932,400,69,1,3.71,24,0.85,High School,Unemployed,Married,No,No,Business,No,0
23,92653,132354,699,83,2,20.13,12,0.68,PhD,Part-time,Married,Yes,No,Business,Yes,0
64,146945,87019,535,76,3,13.16,24,0.29,Master's,Part-time,Divorced,No,No,Auto,Yes,0
42,130539,28424,525,0,3,15.94,12,0.48,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,0
68,107285,24563,713,101,3,16.8,48,0.53,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,Yes,0
67,19735,243331,789,105,4,4.82,60,0.87,High School,Unemployed,Divorced,Yes,Yes,Education,No,0
21,97084,227210,575,11,1,12.33,12,0.17,High School,Self-employed,Single,No,No,Auto,No,0
57,113610,167215,763,94,1,16.38,12,0.69,PhD,Unemployed,Single,No,Yes,Business,No,0
65,120734,131912,801,100,1,10.65,36,0.34,Bachelor's,Part-time,Married,No,Yes,Education,No,0
49,99038,133895,501,100,1,3.13,60,0.56,PhD,Self-employed,Divorced,No,Yes,Home,Yes,0
68,148217,53927,502,88,4,19.56,36,0.76,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,0
69,64374,99791,559,10,1,13.86,24,0.27,Master's,Unemployed,Divorced,Yes,Yes,Home,No,0
52,86501,16941,516,90,4,22.48,60,0.46,PhD,Self-employed,Married,Yes,No,Education,Yes,0
27,21929,191028,426,59,2,15.34,48,0.87,PhD,Unemployed,Married,Yes,Yes,Business,No,0
51,22215,47124,671,10,3,23.74,60,0.44,Bachelor's,Full-time,Single,Yes,No,Business,Yes,0
